product name, amount in pack, unit, cal, price
ingredient1985, 150, g, 118.0, 12.99
ingredient1986, 500, ml, 431.8, 9.19
ingredient1987, 3, pcs, 76.6, 11.69
ingredient1988, 500, ml, 459.4, 5.69
ingredient1989, 300, ml, 629.5, 3.39
ingredient1990, 400, ml, 495.7, 4.69
ingredient1991, 550, g, 296.3, 1.29
ingredient1992, 800, ml, 344.1, 19.39
ingredient1993, 4, pcs, 132.2, 1.49
ingredient1994, 350, g, 764.9, 5.49
ingredient1995, 500, ml, 120.6, 3.89
ingredient1996, 300, g, 488.7, 18.59
ingredient1997, 1, pcs, 17.4, 5.79
ingredient1998, 500, ml, 295.5, 6.49
ingredient1999, 8, pcs, 43.6, 10.79
ingredient2000, 1100, ml, 778.6, 11.99
ingredient2001, 100, ml, 584.0, 12.59
ingredient2002, 700, ml, 609.8, 12.49
ingredient2003, 8, pcs, 137.3, 11.99
ingredient2004, 250, g, 425.5, 17.29
ingredient2005, 200, ml, 541.1, 10.19
ingredient2006, 800, ml, 429.5, 16.29
ingredient2007, 50, g, 561.2, 12.79
ingredient2008, 200, ml, 184.5, 16.69
ingredient2009, 1100, ml, 653.9, 16.29
ingredient2010, 300, ml, 732.1, 7.79
ingredient2011, 1, pcs, 48.4, 7.69
ingredient2012, 350, g, 683.9, 10.49
ingredient2013, 800, ml, 512.6, 15.19
ingredient2014, 500, ml, 104.4, 15.49
ingredient2015, 300, g, 533.2, 3.59
ingredient2016, 500, g, 14.8, 2.79
ingredient2017, 3, pcs, 3.5, 14.99
ingredient2018, 100, g, 321.2, 2.29
ingredient2019, 50, g, 123.5, 10.59
ingredient2020, 550, g, 55.8, 1.19
ingredient2021, 250, g, 16.0, 9.19
ingredient2022, 400, g, 692.2, 9.69
ingredient2023, 100, g, 226.3, 19.79
ingredient2024, 100, ml, 242.5, 17.79
ingredient2025, 300, g, 277.2, 0.89
ingredient2026, 500, ml, 513.2, 18.69
ingredient2027, 1, pcs, 91.9, 1.39
ingredient2028, 300, g, 533.0, 2.79
ingredient2029, 11, pcs, 55.2, 12.89
ingredient2030, 500, ml, 10.0, 16.29
ingredient2031, 350, g, 124.6, 2.29
ingredient2032, 350, g, 710.7, 17.79
ingredient2033, 900, ml, 783.9, 0.79
ingredient2034, 450, g, 683.5, 3.39
ingredient2035, 350, g, 226.7, 18.89
ingredient2036, 700, ml, 400.3, 7.89
ingredient2037, 300, g, 544.1, 12.99
ingredient2038, 600, ml, 628.4, 3.79
ingredient2039, 10, pcs, 122.7, 3.59
ingredient2040, 500, g, 717.1, 4.09
ingredient2041, 50, g, 305.2, 5.79
ingredient2042, 500, g, 696.0, 7.99
ingredient2043, 200, ml, 42.5, 5.99
ingredient2044, 100, g, 59.9, 19.29
ingredient2045, 150, g, 434.2, 11.59
ingredient2046, 350, g, 543.6, 1.39
ingredient2047, 400, ml, 431.6, 18.69
ingredient2048, 300, g, 477.1, 7.69
ingredient2049, 100, ml, 177.5, 8.19
ingredient2050, 100, g, 125.5, 14.29
ingredient2051, 550, g, 143.6, 17.09
ingredient2052, 200, ml, 735.7, 9.39
ingredient2053, 7, pcs, 79.9, 4.09
ingredient2054, 900, ml, 567.2, 5.69
ingredient2055, 200, ml, 598.6, 18.59
ingredient2056, 400, g, 82.3, 7.89
ingredient2057, 800, ml, 404.6, 17.79
ingredient2058, 600, ml, 446.1, 3.79
ingredient2059, 200, ml, 426.6, 14.39
ingredient2060, 350, g, 395.2, 7.69
ingredient2061, 400, ml, 620.6, 18.59
ingredient2062, 400, g, 788.5, 7.89
ingredient2063, 1, pcs, 7.1, 3.19
ingredient2064, 100, ml, 236.0, 16.39
ingredient2065, 50, g, 48.8, 18.89
ingredient2066, 100, g, 388.2, 19.39
ingredient2067, 500, ml, 359.6, 18.39
ingredient2068, 100, ml, 604.7, 13.59
ingredient2069, 5, pcs, 97.3, 15.39
ingredient2070, 450, g, 688.5, 8.29
ingredient2071, 900, ml, 422.7, 4.49
ingredient2072, 350, g, 167.2, 13.99
ingredient2073, 350, g, 373.1, 1.89
ingredient2074, 900, ml, 70.8, 16.09
ingredient2075, 100, ml, 677.6, 7.79
ingredient2076, 400, ml, 99.3, 8.69
ingredient2077, 800, ml, 38.2, 18.29
ingredient2078, 100, g, 623.2, 4.19
ingredient2079, 400, ml, 565.2, 19.69
ingredient2080, 450, g, 481.2, 15.79
ingredient2081, 10, pcs, 31.2, 12.09
ingredient2082, 300, g, 281.5, 8.19
ingredient2083, 11, pcs, 122.2, 5.89
ingredient2084, 450, g, 145.9, 3.89
ingredient2085, 1100, ml, 312.1, 5.39
ingredient2086, 100, g, 133.8, 9.19
ingredient2087, 7, pcs, 139.9, 9.99
ingredient2088, 800, ml, 561.4, 18.49
ingredient2089, 3, pcs, 104.2, 14.99
ingredient2090, 200, ml, 177.2, 14.79
ingredient2091, 1100, ml, 12.2, 12.09
ingredient2092, 450, g, 773.7, 15.79
ingredient2093, 200, g, 253.0, 8.89
ingredient2094, 350, g, 159.6, 4.39
ingredient2095, 50, g, 18.8, 0.89
ingredient2096, 900, ml, 238.2, 16.09
ingredient2097, 150, g, 81.3, 6.79
ingredient2098, 150, g, 291.2, 5.69
ingredient2099, 10, pcs, 83.1, 13.79
ingredient2100, 700, ml, 227.4, 16.89
ingredient2101, 600, ml, 276.9, 7.59
ingredient2102, 200, ml, 782.0, 5.39
ingredient2103, 200, ml, 183.3, 6.29
ingredient2104, 800, ml, 430.6, 5.99
ingredient2105, 1000, ml, 399.6, 6.29
ingredient2106, 300, ml, 605.4, 7.29
ingredient2107, 700, ml, 525.2, 1.29
ingredient2108, 300, ml, 492.6, 19.79
ingredient2109, 500, g, 576.2, 17.19
ingredient2110, 700, ml, 238.2, 15.89
ingredient2111, 9, pcs, 103.5, 17.19
ingredient2112, 350, g, 382.7, 15.79
ingredient2113, 5, pcs, 66.2, 6.29
ingredient2114, 400, ml, 283.8, 8.29
ingredient2115, 300, g, 447.8, 15.09
ingredient2116, 1000, ml, 570.1, 11.79
ingredient2117, 200, ml, 73.2, 8.99
ingredient2118, 700, ml, 668.0, 1.29
ingredient2119, 200, ml, 260.8, 19.49
ingredient2120, 400, g, 94.4, 10.29
ingredient2121, 550, g, 564.5, 6.79
ingredient2122, 200, g, 317.9, 5.49
ingredient2123, 350, g, 691.3, 15.99
ingredient2124, 600, ml, 299.2, 10.69
ingredient2125, 100, ml, 794.4, 2.59
ingredient2126, 800, ml, 171.7, 14.89
ingredient2127, 700, ml, 794.4, 11.89
ingredient2128, 400, g, 463.9, 15.39
ingredient2129, 7, pcs, 85.4, 13.59
ingredient2130, 550, g, 101.7, 16.39
ingredient2131, 11, pcs, 16.4, 18.49
ingredient2132, 150, g, 456.3, 0.79
ingredient2133, 550, g, 466.3, 14.39
ingredient2134, 250, g, 65.8, 16.69
ingredient2135, 400, g, 720.3, 12.79
ingredient2136, 1100, ml, 204.5, 2.19
ingredient2137, 10, pcs, 96.5, 1.79
ingredient2138, 700, ml, 607.1, 13.39
ingredient2139, 300, ml, 624.0, 19.69
ingredient2140, 550, g, 669.3, 17.19
ingredient2141, 10, pcs, 31.6, 7.69
ingredient2142, 200, g, 791.7, 12.39
ingredient2143, 8, pcs, 68.1, 17.39
ingredient2144, 250, g, 433.9, 14.69
ingredient2145, 1100, ml, 685.2, 15.99
ingredient2146, 300, g, 313.2, 11.49
ingredient2147, 1100, ml, 386.0, 6.09
ingredient2148, 300, ml, 260.3, 8.39
ingredient2149, 1000, ml, 119.2, 8.09
ingredient2150, 200, g, 326.7, 14.89
ingredient2151, 500, ml, 632.0, 18.79
ingredient2152, 250, g, 162.7, 17.59
ingredient2153, 9, pcs, 96.6, 17.79
ingredient2154, 400, ml, 248.6, 14.19
ingredient2155, 500, g, 420.6, 4.89
ingredient2156, 400, ml, 342.1, 19.09
ingredient2157, 400, ml, 110.4, 19.39
ingredient2158, 500, g, 641.4, 3.69
ingredient2159, 200, g, 691.7, 17.29
ingredient2160, 500, ml, 611.2, 1.49
ingredient2161, 10, pcs, 7.8, 5.89
ingredient2162, 250, g, 592.5, 10.89
ingredient2163, 250, g, 50.5, 2.39
ingredient2164, 250, g, 179.6, 11.29
ingredient2165, 600, ml, 709.9, 15.89
ingredient2166, 900, ml, 118.7, 8.29
ingredient2167, 500, g, 275.9, 9.19
ingredient2168, 200, g, 305.8, 0.89
ingredient2169, 150, g, 318.4, 18.29
ingredient2170, 300, g, 574.7, 1.59
ingredient2171, 400, g, 199.3, 10.99
ingredient2172, 1000, ml, 382.9, 11.69
ingredient2173, 400, ml, 23.9, 6.39
ingredient2174, 700, ml, 630.0, 8.29
ingredient2175, 400, g, 574.9, 18.39
ingredient2176, 1000, ml, 285.1, 18.49
ingredient2177, 250, g, 454.9, 13.89
ingredient2178, 200, g, 148.9, 13.19
ingredient2179, 5, pcs, 60.0, 13.19
ingredient2180, 450, g, 37.0, 3.19
ingredient2181, 100, g, 282.1, 19.99
ingredient2182, 500, ml, 228.1, 4.79
ingredient2183, 400, g, 621.2, 2.29
ingredient2184, 400, g, 261.0, 12.79
ingredient2185, 350, g, 21.3, 10.09
ingredient2186, 300, g, 87.9, 16.89
ingredient2187, 900, ml, 717.8, 0.79
ingredient2188, 250, g, 271.9, 3.19
ingredient2189, 150, g, 732.2, 17.59
ingredient2190, 700, ml, 361.9, 2.79
ingredient2191, 500, ml, 113.9, 14.89
ingredient2192, 150, g, 555.4, 16.69
ingredient2193, 100, ml, 36.3, 7.29
ingredient2194, 900, ml, 444.3, 8.09
ingredient2195, 250, g, 267.8, 8.39
ingredient2196, 550, g, 699.0, 5.89
ingredient2197, 350, g, 669.3, 15.99
ingredient2198, 700, ml, 535.7, 14.39
ingredient2199, 600, ml, 127.1, 3.99
ingredient2200, 200, ml, 745.6, 10.99
ingredient2201, 100, g, 302.5, 14.59
ingredient2202, 350, g, 328.4, 1.59
ingredient2203, 10, pcs, 7.8, 12.79
ingredient2204, 400, g, 581.4, 9.89
ingredient2205, 900, ml, 662.8, 18.99
ingredient2206, 400, g, 446.9, 12.49
ingredient2207, 1, pcs, 72.8, 14.99
ingredient2208, 400, ml, 709.9, 19.19
ingredient2209, 3, pcs, 137.7, 2.49
ingredient2210, 800, ml, 509.3, 16.39
ingredient2211, 600, ml, 454.0, 13.29
ingredient2212, 150, g, 751.7, 13.99
ingredient2213, 10, pcs, 127.2, 1.09
ingredient2214, 500, ml, 718.2, 13.89
ingredient2215, 600, ml, 739.8, 13.09
ingredient2216, 200, ml, 557.6, 13.49
ingredient2217, 350, g, 725.6, 4.59
ingredient2218, 200, ml, 608.8, 15.79
ingredient2219, 500, ml, 146.8, 12.29
ingredient2220, 300, ml, 663.2, 3.39
ingredient2221, 5, pcs, 145.5, 7.59
ingredient2222, 700, ml, 565.9, 12.19
ingredient2223, 300, g, 772.7, 8.69
ingredient2224, 900, ml, 592.1, 9.29
ingredient2225, 250, g, 326.9, 8.99
ingredient2226, 100, g, 783.2, 13.09
ingredient2227, 300, ml, 544.0, 12.99
ingredient2228, 200, g, 240.1, 7.39
ingredient2229, 200, ml, 201.9, 16.29
ingredient2230, 800, ml, 579.0, 4.19
ingredient2231, 300, g, 246.0, 13.99
ingredient2232, 50, g, 104.7, 2.59
ingredient2233, 600, ml, 407.6, 18.89
ingredient2234, 1000, ml, 297.1, 6.89
ingredient2235, 150, g, 765.6, 3.89
ingredient2236, 150, g, 182.6, 2.49
ingredient2237, 7, pcs, 133.8, 2.99
ingredient2238, 550, g, 420.2, 1.69
ingredient2239, 10, pcs, 16.8, 13.89
ingredient2240, 400, ml, 769.7, 18.59
ingredient2241, 100, g, 402.4, 15.79
ingredient2242, 1100, ml, 674.9, 16.19
ingredient2243, 3, pcs, 87.8, 8.29
ingredient2244, 400, ml, 244.3, 7.59
ingredient2245, 100, g, 186.6, 13.09
ingredient2246, 400, ml, 11.6, 12.99
ingredient2247, 800, ml, 381.0, 17.59
ingredient2248, 100, ml, 620.8, 4.19
ingredient2249, 500, ml, 145.9, 2.19
ingredient2250, 300, ml, 104.9, 2.29
ingredient2251, 5, pcs, 155.5, 6.89
ingredient2252, 50, g, 331.6, 1.29
ingredient2253, 300, ml, 40.1, 16.59
ingredient2254, 50, g, 318.6, 16.79
ingredient2255, 800, ml, 167.0, 5.69
ingredient2256, 100, g, 446.7, 12.89
ingredient2257, 450, g, 363.6, 9.39
ingredient2258, 500, ml, 677.2, 15.79
ingredient2259, 900, ml, 790.6, 6.79
ingredient2260, 450, g, 779.3, 19.59
ingredient2261, 450, g, 620.3, 7.39
ingredient2262, 400, ml, 335.3, 16.89
ingredient2263, 400, g, 672.2, 9.69
ingredient2264, 1100, ml, 126.6, 12.29
ingredient2265, 200, g, 566.0, 13.39
ingredient2266, 350, g, 66.2, 13.29
ingredient2267, 4, pcs, 87.1, 12.49
ingredient2268, 400, ml, 605.3, 17.79
ingredient2269, 8, pcs, 128.3, 10.89
ingredient2270, 200, ml, 788.4, 17.29
ingredient2271, 200, g, 277.6, 4.69
ingredient2272, 300, g, 371.8, 11.89
ingredient2273, 1, pcs, 119.8, 5.69
ingredient2274, 300, ml, 481.4, 19.49
ingredient2275, 1000, ml, 572.0, 7.29
ingredient2276, 1100, ml, 573.0, 16.19
ingredient2277, 250, g, 586.7, 6.79
ingredient2278, 500, g, 111.0, 15.49
ingredient2279, 150, g, 154.8, 8.39
ingredient2280, 550, g, 777.8, 1.39
ingredient2281, 11, pcs, 123.3, 12.09
ingredient2282, 250, g, 113.1, 2.09
ingredient2283, 1000, ml, 398.3, 8.09
ingredient2284, 450, g, 564.2, 11.89
ingredient2285, 800, ml, 229.9, 4.49
ingredient2286, 100, g, 530.2, 5.79
ingredient2287, 5, pcs, 31.6, 16.09
ingredient2288, 600, ml, 339.1, 11.69
ingredient2289, 200, ml, 640.6, 19.29
ingredient2290, 1000, ml, 136.7, 17.19
ingredient2291, 550, g, 776.5, 19.59
ingredient2292, 300, ml, 425.9, 2.19
ingredient2293, 9, pcs, 127.3, 18.39
ingredient2294, 400, ml, 99.9, 16.59
ingredient2295, 250, g, 43.1, 9.29
ingredient2296, 1000, ml, 107.4, 6.09
ingredient2297, 4, pcs, 6.8, 6.29
ingredient2298, 150, g, 140.3, 4.89
ingredient2299, 350, g, 363.6, 17.99
ingredient2300, 700, ml, 737.4, 5.99
ingredient2301, 250, g, 111.0, 3.39
ingredient2302, 550, g, 208.4, 10.49
ingredient2303, 200, g, 436.1, 10.49
ingredient2304, 550, g, 251.7, 15.39
ingredient2305, 50, g, 775.1, 10.09
ingredient2306, 250, g, 702.4, 14.39
ingredient2307, 800, ml, 202.5, 6.59
ingredient2308, 600, ml, 268.3, 18.99
ingredient2309, 9, pcs, 91.4, 19.39
ingredient2310, 100, g, 498.7, 13.99
ingredient2311, 10, pcs, 3.1, 12.89
ingredient2312, 1000, ml, 691.4, 2.19
ingredient2313, 1100, ml, 742.0, 13.89
ingredient2314, 400, ml, 361.4, 2.19
ingredient2315, 800, ml, 404.2, 5.19
ingredient2316, 700, ml, 210.1, 19.69
ingredient2317, 250, g, 61.6, 17.99
ingredient2318, 200, g, 395.5, 11.89
ingredient2319, 100, g, 672.5, 11.09
ingredient2320, 100, g, 282.1, 9.29
ingredient2321, 200, g, 221.3, 1.49
ingredient2322, 250, g, 446.9, 13.79
ingredient2323, 700, ml, 153.9, 4.89
ingredient2324, 550, g, 556.6, 16.49
ingredient2325, 100, g, 37.9, 12.09
ingredient2326, 700, ml, 728.2, 11.59
ingredient2327, 500, g, 667.3, 17.49
ingredient2328, 500, g, 462.4, 1.39
ingredient2329, 500, g, 434.9, 18.59
ingredient2330, 700, ml, 734.6, 18.29
ingredient2331, 300, ml, 615.0, 12.39
ingredient2332, 400, g, 246.8, 15.69
ingredient2333, 7, pcs, 40.8, 6.09
ingredient2334, 550, g, 208.7, 16.29
ingredient2335, 200, g, 25.8, 6.99
ingredient2336, 500, ml, 557.5, 19.09
ingredient2337, 500, g, 731.6, 3.29
ingredient2338, 500, ml, 442.2, 12.49
ingredient2339, 6, pcs, 140.6, 8.69
ingredient2340, 600, ml, 287.5, 19.69
ingredient2341, 5, pcs, 102.5, 10.09
ingredient2342, 250, g, 455.7, 14.29
ingredient2343, 350, g, 675.9, 1.89
ingredient2344, 1100, ml, 793.9, 6.99
ingredient2345, 150, g, 76.2, 3.59
ingredient2346, 500, g, 423.5, 17.29
ingredient2347, 11, pcs, 11.7, 9.09
ingredient2348, 400, g, 168.1, 19.09
ingredient2349, 200, g, 343.7, 9.89
ingredient2350, 350, g, 457.2, 8.69
ingredient2351, 8, pcs, 153.9, 19.09
ingredient2352, 500, g, 496.3, 12.49
ingredient2353, 300, g, 295.3, 6.19
ingredient2354, 150, g, 760.1, 5.39
ingredient2355, 400, g, 394.8, 7.19
ingredient2356, 1000, ml, 388.8, 1.59
ingredient2357, 10, pcs, 83.0, 16.89
ingredient2358, 900, ml, 103.6, 13.29
ingredient2359, 600, ml, 431.0, 2.19
ingredient2360, 300, ml, 43.4, 14.99
ingredient2361, 300, ml, 783.9, 1.19
ingredient2362, 300, ml, 250.9, 1.19
ingredient2363, 200, g, 589.0, 2.09
ingredient2364, 100, ml, 627.0, 6.59
ingredient2365, 300, ml, 510.8, 10.59
ingredient2366, 1000, ml, 466.8, 9.79
ingredient2367, 800, ml, 466.6, 13.49
ingredient2368, 700, ml, 45.6, 13.99
ingredient2369, 550, g, 356.4, 3.29
ingredient2370, 550, g, 122.2, 2.69
ingredient2371, 5, pcs, 109.6, 15.69
ingredient2372, 350, g, 284.2, 2.79
ingredient2373, 100, g, 116.7, 16.59
ingredient2374, 100, ml, 637.2, 6.09
ingredient2375, 100, ml, 123.5, 8.09
ingredient2376, 400, ml, 460.1, 5.69
ingredient2377, 10, pcs, 73.6, 11.09
ingredient2378, 550, g, 378.1, 5.89
ingredient2379, 300, g, 678.6, 15.69
ingredient2380, 700, ml, 42.5, 11.79
ingredient2381, 6, pcs, 96.6, 10.19
ingredient2382, 1000, ml, 181.0, 18.39
ingredient2383, 9, pcs, 134.4, 2.99
ingredient2384, 100, ml, 144.4, 12.69
ingredient2385, 500, ml, 171.9, 11.39
ingredient2386, 450, g, 217.8, 12.79
ingredient2387, 250, g, 43.3, 11.29
ingredient2388, 400, g, 518.2, 1.19
ingredient2389, 10, pcs, 149.9, 7.59
ingredient2390, 550, g, 630.7, 4.59
ingredient2391, 350, g, 554.9, 2.69
ingredient2392, 400, ml, 625.3, 13.29
ingredient2393, 7, pcs, 73.1, 11.59
ingredient2394, 500, g, 280.6, 16.19
ingredient2395, 400, ml, 439.9, 7.69
ingredient2396, 800, ml, 369.4, 19.09
ingredient2397, 100, ml, 10.6, 6.99
ingredient2398, 200, g, 364.1, 6.69
ingredient2399, 9, pcs, 157.7, 0.99
ingredient2400, 400, ml, 43.7, 18.19
ingredient2401, 300, ml, 778.5, 15.69
ingredient2402, 50, g, 383.0, 6.89
ingredient2403, 800, ml, 668.7, 4.29
ingredient2404, 550, g, 102.5, 15.29
ingredient2405, 200, g, 336.8, 19.59
ingredient2406, 200, g, 175.9, 8.69
ingredient2407, 1000, ml, 599.7, 15.99
ingredient2408, 100, g, 239.4, 7.89
ingredient2409, 100, ml, 105.7, 8.29
ingredient2410, 600, ml, 659.3, 19.29
ingredient2411, 1, pcs, 4.4, 10.59
ingredient2412, 300, g, 287.2, 13.29
ingredient2413, 700, ml, 252.4, 13.99
ingredient2414, 400, g, 263.5, 4.69
ingredient2415, 600, ml, 38.8, 12.59
ingredient2416, 1100, ml, 107.7, 11.09
ingredient2417, 5, pcs, 7.0, 17.69
ingredient2418, 300, g, 188.4, 16.69
ingredient2419, 550, g, 268.4, 1.89
ingredient2420, 350, g, 496.3, 9.19
ingredient2421, 200, ml, 683.3, 13.99
ingredient2422, 350, g, 326.2, 9.89
ingredient2423, 1, pcs, 30.2, 12.09
ingredient2424, 550, g, 717.1, 7.39
ingredient2425, 700, ml, 517.0, 15.89
ingredient2426, 100, g, 710.7, 13.49
ingredient2427, 350, g, 457.1, 16.99
ingredient2428, 50, g, 387.4, 6.19
ingredient2429, 200, ml, 248.3, 15.09
ingredient2430, 200, g, 291.0, 17.69
ingredient2431, 700, ml, 98.9, 9.09
ingredient2432, 800, ml, 560.4, 10.99
ingredient2433, 250, g, 571.9, 16.79
ingredient2434, 550, g, 672.9, 4.49
ingredient2435, 500, g, 641.8, 0.69
ingredient2436, 500, g, 327.9, 6.49
ingredient2437, 6, pcs, 144.3, 2.39
ingredient2438, 800, ml, 106.0, 3.19
ingredient2439, 450, g, 794.2, 11.69
ingredient2440, 400, ml, 551.6, 15.39
ingredient2441, 11, pcs, 131.8, 2.59
ingredient2442, 450, g, 97.2, 13.99
ingredient2443, 150, g, 447.2, 8.49
ingredient2444, 500, ml, 785.9, 16.09
ingredient2445, 700, ml, 75.8, 2.09
ingredient2446, 100, g, 86.6, 5.99
ingredient2447, 6, pcs, 44.8, 17.49
ingredient2448, 600, ml, 89.5, 19.39
ingredient2449, 100, g, 399.4, 12.99
ingredient2450, 500, g, 775.2, 7.39
ingredient2451, 300, ml, 782.9, 8.19
ingredient2452, 150, g, 220.4, 18.29
ingredient2453, 400, g, 656.8, 12.09
ingredient2454, 250, g, 270.7, 8.39
ingredient2455, 300, ml, 704.1, 16.69
ingredient2456, 700, ml, 29.8, 3.99
ingredient2457, 1000, ml, 402.6, 9.99
ingredient2458, 450, g, 125.6, 18.69
ingredient2459, 11, pcs, 49.1, 9.39
ingredient2460, 400, ml, 455.2, 18.59
ingredient2461, 600, ml, 790.8, 5.19
ingredient2462, 500, ml, 767.0, 15.39
ingredient2463, 1100, ml, 43.1, 4.59
ingredient2464, 450, g, 713.4, 3.19
ingredient2465, 200, g, 405.3, 15.79
ingredient2466, 500, g, 693.5, 16.19
ingredient2467, 5, pcs, 72.9, 12.49
ingredient2468, 1000, ml, 109.0, 6.19
ingredient2469, 1000, ml, 301.4, 4.49
ingredient2470, 450, g, 506.6, 11.99
ingredient2471, 400, g, 477.2, 15.59
ingredient2472, 600, ml, 406.0, 2.99
ingredient2473, 4, pcs, 10.4, 6.29
ingredient2474, 600, ml, 762.6, 0.99
ingredient2475, 550, g, 111.5, 14.09
ingredient2476, 200, g, 31.5, 16.89
ingredient2477, 5, pcs, 73.9, 15.69
ingredient2478, 500, g, 747.6, 13.19
ingredient2479, 550, g, 17.0, 6.59
ingredient2480, 1100, ml, 158.3, 10.09
ingredient2481, 100, g, 303.2, 14.29
ingredient2482, 200, g, 34.9, 5.39
ingredient2483, 600, ml, 739.8, 19.29
ingredient2484, 450, g, 378.9, 5.89
ingredient2485, 700, ml, 285.7, 1.59
ingredient2486, 100, g, 462.9, 7.49
ingredient2487, 1000, ml, 363.7, 1.79
ingredient2488, 300, g, 217.4, 7.59
ingredient2489, 100, ml, 522.3, 18.39
ingredient2490, 200, ml, 281.8, 18.79
ingredient2491, 150, g, 592.5, 8.79
ingredient2492, 1100, ml, 158.8, 12.49
ingredient2493, 600, ml, 205.5, 8.29
ingredient2494, 200, g, 415.0, 1.79
ingredient2495, 200, ml, 185.6, 8.99
ingredient2496, 550, g, 83.0, 10.79
ingredient2497, 400, g, 505.2, 8.19
ingredient2498, 800, ml, 199.0, 16.29
ingredient2499, 1100, ml, 796.5, 1.09
ingredient2500, 150, g, 30.8, 15.19
ingredient2501, 100, ml, 769.8, 3.19
ingredient2502, 1000, ml, 127.5, 3.69
ingredient2503, 11, pcs, 101.5, 7.09
ingredient2504, 200, g, 446.8, 16.59
ingredient2505, 900, ml, 71.6, 17.29
ingredient2506, 700, ml, 98.5, 13.99
ingredient2507, 400, g, 563.1, 10.09
ingredient2508, 200, g, 134.7, 3.09
ingredient2509, 1100, ml, 54.8, 5.59
ingredient2510, 700, ml, 242.8, 3.99
ingredient2511, 450, g, 444.1, 14.99
ingredient2512, 400, ml, 519.7, 3.69
ingredient2513, 300, g, 26.9, 12.39
ingredient2514, 200, ml, 383.7, 6.69
ingredient2515, 100, ml, 173.5, 6.89
ingredient2516, 450, g, 112.4, 9.99
ingredient2517, 250, g, 376.0, 9.59
ingredient2518, 100, ml, 353.5, 17.29
ingredient2519, 200, ml, 510.1, 1.29
ingredient2520, 1000, ml, 538.7, 12.19
ingredient2521, 1, pcs, 12.1, 19.99
ingredient2522, 200, g, 345.3, 16.19
ingredient2523, 1000, ml, 320.1, 8.69
ingredient2524, 500, g, 544.1, 8.99
ingredient2525, 400, g, 23.6, 13.89
ingredient2526, 1100, ml, 584.7, 2.89
ingredient2527, 300, g, 104.4, 18.99
ingredient2528, 600, ml, 103.0, 3.29
ingredient2529, 200, g, 150.5, 14.99
ingredient2530, 300, ml, 588.7, 5.79
ingredient2531, 7, pcs, 44.6, 4.09
ingredient2532, 400, g, 526.5, 4.49
ingredient2533, 700, ml, 490.2, 2.39
ingredient2534, 900, ml, 325.1, 13.39
ingredient2535, 400, g, 93.0, 17.69
ingredient2536, 900, ml, 253.9, 7.79
ingredient2537, 900, ml, 157.0, 5.19
ingredient2538, 300, ml, 207.7, 2.09
ingredient2539, 11, pcs, 53.0, 11.19
ingredient2540, 200, ml, 326.7, 10.99
ingredient2541, 700, ml, 512.4, 8.99
ingredient2542, 900, ml, 712.5, 17.89
ingredient2543, 4, pcs, 50.7, 4.19
ingredient2544, 400, ml, 147.0, 17.99
ingredient2545, 200, ml, 253.0, 3.69
ingredient2546, 550, g, 219.1, 8.49
ingredient2547, 550, g, 287.7, 9.59
ingredient2548, 350, g, 70.9, 8.09
ingredient2549, 3, pcs, 41.1, 12.29
ingredient2550, 900, ml, 381.6, 13.89
ingredient2551, 11, pcs, 99.7, 16.19
ingredient2552, 300, ml, 468.3, 19.19
ingredient2553, 1000, ml, 275.1, 16.69
ingredient2554, 200, ml, 263.8, 15.19
ingredient2555, 1100, ml, 341.5, 12.79
ingredient2556, 300, ml, 644.5, 4.69
ingredient2557, 3, pcs, 21.3, 8.09
ingredient2558, 300, ml, 500.2, 12.49
ingredient2559, 350, g, 452.9, 10.89
ingredient2560, 300, g, 608.1, 3.19
ingredient2561, 200, ml, 190.3, 4.29
ingredient2562, 400, ml, 325.0, 9.19
ingredient2563, 100, g, 441.8, 15.69
ingredient2564, 900, ml, 126.5, 8.69
ingredient2565, 400, g, 529.4, 18.39
ingredient2566, 50, g, 724.7, 6.89
ingredient2567, 1000, ml, 550.9, 19.69
ingredient2568, 1100, ml, 579.7, 11.19
ingredient2569, 400, ml, 440.7, 7.49
ingredient2570, 450, g, 446.2, 6.79
ingredient2571, 600, ml, 243.0, 5.39
ingredient2572, 300, ml, 365.1, 15.19
ingredient2573, 700, ml, 287.1, 5.29
ingredient2574, 300, g, 230.3, 16.59
ingredient2575, 800, ml, 387.4, 16.89
ingredient2576, 300, g, 789.8, 14.99
ingredient2577, 200, ml, 68.2, 8.69
ingredient2578, 600, ml, 798.4, 15.69
ingredient2579, 6, pcs, 128.9, 4.99
ingredient2580, 100, g, 684.3, 13.89
ingredient2581, 100, ml, 711.9, 14.79
ingredient2582, 100, g, 492.1, 16.79
ingredient2583, 300, ml, 437.6, 18.19
ingredient2584, 800, ml, 48.1, 1.19
ingredient2585, 400, ml, 66.7, 11.09
ingredient2586, 150, g, 593.0, 13.49
ingredient2587, 250, g, 272.5, 12.59
ingredient2588, 500, g, 33.8, 4.49
ingredient2589, 900, ml, 792.6, 4.09
ingredient2590, 600, ml, 441.1, 7.09
ingredient2591, 4, pcs, 147.4, 2.89
ingredient2592, 200, g, 370.4, 12.89
ingredient2593, 8, pcs, 51.8, 16.79
ingredient2594, 1000, ml, 284.9, 10.79
ingredient2595, 1000, ml, 259.2, 14.69
ingredient2596, 1000, ml, 548.8, 18.29
ingredient2597, 400, ml, 26.2, 6.59
